"courseCode","courseName","courseCredit","courseCategory","courseAvailability","descriptions","created_at","updated_at"
"LMCZ1022","SENI TARI RAKYAT II","2","C6","","Kursus ini memberi pengetahuan yang lebih mendalam perkembangan Seni Tari Rakyat yang ada di Malaysia. Kursus ini menumpukan penguasaan teknik gerak rentak dan disiplin dalam sesebuah tarian itu terutama tarian asli, zapin, inang, joget dan masri yang berasal dari daerah atau negeri-negeri di Malaysia. Kursus ini meningkatkan kefahaman dengan lebih jelas mengenai Seni Tari Rakyat. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni bela diri bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1112","SENI TARI GAMELAN I","2","C6","","Kursus ini memberi pengetahuan tentang sejarah dan perkembangan Seni Tari Gamelan ini secara umum di negara Malaysia. Kursus ini menumpukan penguasaan teknik pada gerak asas dan variasi gerak juga beberapa istilah gerak dan makna tari itu. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni bela diri bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1122","SENI TARI GAMELAN II","2","C6","","Kursus ini memberi pengetahuan tentang sejarah dan perkembangan Seni Tari Gamelan ini secara umum di negara Malaysia. Kursus ini menumpukan penguasaan teknik pada gerak asas dan variasi gerak juga beberapa istilah gerak dan makna tari itu. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni bela diri bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1212","SENI TARI KONTEMPORARI I","2","C6","","Kursus ini memberi pengetahuan tentang wujudnya dan perkembangan Seni Tari Kontemporari secara umum dan hubungan dengan seni tari di Malaysia. Kursus ini menumpukan penguasaan gerak dasar, penguasaan teknik dasar dan disiplin gerak serta gerakan sesebuah tarian. Kursus ini dikendalikan secara teori dan praktikal / amali. Kursus ini dapat meningkatkan kefahaman tentang Seni Tari Kontemporari bagi memberi perkhidmatan kepada masyarakat. Kursus dikendalikan secara teori dan amali","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1222","SENI TARI KONTEMPORARI II","2","C6","","Seni Tari Kontemporari secara umum dan hubungan dengan seni tari di Malaysia. Kursus ini menumpukan penguasaan gerak dasar, penguasaan teknik dasar dan disiplin gerak serta gerakan sesebuah tarian. Kursus ini dikendalikan secara teori dan praktikal / amali. Kursus ini akhirnya dapat meningkatkan kefahaman tentang Seni Tari Kontemporari bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1322","SENI TARI KLASIK INDIA II","2","C1","","Kursus ini memberi pengetahuan tentang sejarah dan membincangkan perkembangan Seni Tari Klasik India yang lebih mendalam di Malaysia. Kursus ini menumpukan penguasaan teknik gerak asas, rentak dan disiplin dalam sesebuah tarian itu terutama tarian asas klasik India Kursus ini meningkatkan kefahaman dengan lebih jelas mengenai Seni Tari klasik India. Kursus ini akhirnya dapat meningkatkan kefahaman tentang Seni Tari klasik India bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1412","SENI TARI RAKYAT CINA I","2","C6","","Kursus ini memberi pengetahuan tentang sejarah dan membincangkan perkembangan Seni Tari Tradisional Cina yang ada di Malaysia. Kursus ini menumpukan penguasaan teknik gerak asas, rentak dan disiplin dalam sesebuah tarian itu terutama tarian asas tradisional cina. Kursus ini meningkatkan kefahaman dengan lebih jelas mengenai Seni Tari Tradisional Cina. Kursus ini akhirnya dapat meningkatkan kefahaman tentang Seni Tari Tradisional Cina bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1422","SENI TARI RAKYAT CINA II","2","C1","","Kursus ini memberi pengetahuan yang lebih mendalam perkembangan Seni Tari Tradisional Cina yang ada di Malaysia. Kursus ini menumpukan penguasaan teknik gerak rentak dan disiplin dalam sesebuah tarian itu terutama Tarian Tradisional Cina yang berasal dari daerah atau negeri-negeri di Malaysia. Kursus ini meningkatkan kefahaman dengan lebih jelas mengenai Seni Tari Tradisional Cina. Kursus ini akhirnya dapat meningkatkan kefahaman tentang Seni Tari Tradisional Cina bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1512","SENI LAKON I","2","C6","","Kursus ini memberi pengetahuan asas tentang sejarah drama dan teater dan hubungannya dengan kehidupan manusia. Sejarah awal dan perkembangan yang menghasilkan genre tragedi dan komedi serta aliran-aliran realisme, naturalisme dan romantis. Kursus ini menumpukan menumpukan penguasaan aspek-aspek asas seperti vokal, fizikal, pergerakan, dan pengucapan dengan menggunakan adegan-adegan pendek dari naskhah pilihan. Kursus ini akhirnya dapat meningkatkan kefahaman tentang senilakon amnya bagi memberi khidmat seni kepada masyarakat. Kursus ini dikendalikan secara teori dan praktikal/amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1522","SENI LAKON II","2","C6","","Kursus tahap II ini memberi pengetahuan tentang sejarah drama dan teater dan hubungannya dengan kehidupan manusia dengan lebih mendalam. Sejarah perkembangan yang menghasilkan genre tragedi dan komedi serta aliran-aliran realisme, naturalisme dan romantis. Kursus ini menumpukan menumpukan penguasaan aspek-aspek asas seperti vokal, fizikal, pergerakan, dan pengucapan dengan menggunakan adegan-adegan pendek dari naskhah pilihan. Kursus ini akhirnya dapat meningkatkan kefahaman tentang senilakon amnya bagi memberi khidmat seni kepada masyarakat. Kursus ini dikendalikan secara teori dan praktikal/amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1622","PENULISAN SKRIP II","2","C2","","Kursus tahap II ini memberi pengetahuan tentang teknik dan gaya, penulisan skrip drama (Pentas, TV, Radio dan Filem) yang mempunyai gaya dan bentuk dalam menghasilkan sebuah karya penulisan skrip. Berlatar belakangkan tentang peristiwa kehidupan dan kejadian masyarakat sehari hari. Kursus ini menumpukan penguasaan teknik penulisan dengan pendekatan yang sistematik terhadap asas penulisan skrip dan memperkenalkan tokoh-tokoh sastera yang menghasilkan skrip atau naskah yang dikenali oleh masyarakat dunia seperti Shakespare, Molirer, A. Samad, Hamka, Asrul Sani, Yikio Mishima, Hamzah Hussin, Mustafa Mlladj, Rabindranath Tagore, Sophocles. Kursus ini akhirnya dapat meningkatkan kefahaman tentang pengurusan amnya bagi member khidmat kepada masyarakat. Kursus ini dikendalikan secara teori dan praktikal/amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1712","TEATER BANGSAWAN I","2","C6","","Kursus ini memberi pengetahuan tentang teater tradisional/rakyat Bangsawan. Sejarah awal perkembangannya yang menghasilkan bentuk dan gaya persembahan bangsawan di Tanah Melayu, Singapura dan Indonesia. Kursus ini menumpukan penguasaan ciri-ciri persembahan bangsawan dengan sistematik terhadap aspek-aspek asas seperti latihan vokal, pantun, guridam, syair pergerakan, (Lakunan dan Tarian) dan pengucapan dengan alat-alat muzik tradisional yang digunakan dalam persembahan bangsawan. Kursus ini akhirnya dapat meningkatkan kefahaman tentang Seni Bangsawan amnya bagi memberI khidmat kepada masyarakat. Kursus ini dikendalikan secara teori dan praktikal/amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1812","SENI ARCA I","2","C6","","Kursus ini memberi pengetahuan tentang sejarah Seni Arca yang melibatkan penemuan dua budaya (beberapa budaya). “Kekalkan Budaya Asal dan Menerokai Image Baru’. Kursus ini menumpukan penguasaan dari aspek penggunaan teknik dan proses seni arca diadunkan dengan menggunakan berbagai-bagai. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni tampak amnya bagi memberi khidmat seni kepada masyarakat. Kursus ini dikendalikan secara teori dan praktikal/amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ1912","SENI FOTO I","2","C4","","Kursus Tahap I ini memberi pengetahuan tentang perkara-perkara asas mengenai Seni Foto Digital dan perkembangan masakini. Kursus ini juga menekankan kemahiran dalam bidang Seni Foto seperti pengenalan jenis-jenis Kamera, Filem dan Teknik Mengambil Gambar. Kursus ini akhirnya meningkatkan kefahaman. Seni Foto bagi memberi perkhidmatan kepada masyarakat. Kursus ini kendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2312","SENI SILAT GAYUNG MALAYSIA I","2","C6","","Kursus ini memberi pengetahuan tentang Seni Silat Gayung Malaysia dari aspek kategori seni silat dan pelangkahan. Kursus ini menekankan penguasaan kemahiran gerak asas dalam bidang seni bela diri. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni bela diri bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2322","SENI SILAT GAYUNG MALAYSIA II","2","C1","","Kursus ini memberi pengetahuan tentang Seni Silat Gayung Malaysia dari aspek kategori seni silat dan pelangkahan. Kursus ini menekankan penguasaan kemahiran gerak asas dalam bidang seni bela diri. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni bela diri bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2412","SENI SILAT CEKAK HANAFI I","2","C6","","Kursus ini memberi pengetahuan tentang asas seni Silat Cekak Hanafi dari aspek sejarah, kategori seni silat dan pelangkahan. Kursus ini menekankan penguasaan kemahiran gerak asas dalam bidang seni bela diri. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni bela diri bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2422","SENI SILAT CEKAK HANAFI II","2","C1","","Kursus ini memberi pengetahuan tentang asas seni Silat Cekak Hanafi dari aspek sejarah, kategori seni silat dan pelangkahan. Kursus ini menekankan penguasaan kemahiran gerak asas dalam bidang seni bela diri. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni bela diri bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2512","SENI SILAT GAYUNG FATANI I","2","C6","","Kursus ini memberi pengetahuan tentang asas seni Silat Gayung Fatani dari aspek sejarah, kategori seni silat dan pelangkahan. Kursus ini menekankan penguasaan kemahiran gerak asas dalam bidang seni bela diri. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni bela diri bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2522","SENI SILAT GAYUNG FATANI II","2","C1","","Kursus ini memberi pengetahuan tentang asas seni Silat Gayung Fatani dari aspek sejarah, kategori seni silat dan pelangkahan. Kursus ini menekankan penguasaan kemahiran gerak asas dalam bidang seni bela diri. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni bela diri bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2612","SENI SILAT CEKAK MALAYSIA I","2","C6","","Kursus ini memberi pengetahuan tentang asas seni Silat Cekak Malaysia dari aspek sejarah, kategori seni silat dan pelangkahan. Kursus ini menekankan penguasaan kemahiran gerak asas dalam bidang seni bela diri. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni bela diri bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2622","SENI SILAT CEKAK MALAYSIA II","2","C1","","Kursus ini memberi pengetahuan tentang asas seni Silat Cekak Malaysia dari aspek sejarah, kategori seni silat dan pelangkahan. Kursus ini menekankan penguasaan kemahiran gerak asas dalam bidang seni bela diri. Kursus ini akhirnya dapat meningkatkan kefahaman tentang seni bela diri bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2722","MUZIK MODEN II","2","C6","","Kursus ini memberi pengetahuan dan peningkatan kemahiran mengenai seni muzik moden seperti perbezaan bentuk-bentuk seni muzik dalm aspek pengertian tangganada, pengertian oktaf, pengertian balok nota, pengertian kunci, pengertian tone, tanda kromatik dan pergerakan kod. Kursus ini menumpukan penguasaan dari aspek kemahiran ciptaan, gubahan dan persembahan. Kursus ini akhirnya dapat meningkatkan kemahiran pelajar dari aspek persembahan secara amnya. Kursus ini dikendalikan secara teori dan praktikal/amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2812","MUZIK ASLI I","2","C6","","Kursus ini memberi pengetahuan tentang muzik asli dari aspek sejarah, peralatan, kategori lagu dan tradisi persembahan. Kursus ini menumpukan penguasaan dari aspek perkara-perkara yang asas mengenai muzik seperti nilai nota dan tanda diam, pengertian tangga nada, pengertian oktaf, pengertian balok not, pengertian kunci, pengertian tone, tanda kromatik dan simbol-simbol atau lambang yang digunakan dalam penulisan nota muzik. Kursus ini akhirnya dapat meningkatkan kefahaman tentang muzik amnya bagi memberi khidmat seni kepada masyarakat. Kursus ini dikendalikan secara teori dan praktikal/amali","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2822","MUZIK ASLI II","2","C1","","Kursus ini memberi pengetahuan tentang muzik asli dari aspek peralatan, kategori lagu dan tradisi persembahan. Kursus ini menumpukan penguasaan dari aspek perkara-perkara mengenai muzik seperti nilai nota dan tanda diam, pengertian tangga nada, pengertian oktaf, pengertian balok not, pengertian kunci, pengertian tone, tanda kromatik dan simbol-simbol atau lambang yang digunakan dalam penulisan nota muzik. Kursus ini akhirnya dapat meningkatkan kefahaman tentang muzik amnya bagi memberi khidmat seni kepada masyarakat. Kursus ini dikendalikan secara teori dan praktikal/amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2912","MUZIK GAMELAN I","2","C1","","Kursus ini memberi pengetahuan tentang asas seni Muzik Gamelan dari aspek sejarah, peralatan, tradisi persembahan dan kategori lagu. Kursus ini juga menekankan kemahiran asas dalam muzik moden dan tradisional, definasi muzik, nota angka, mengenal rentak dan simbol-simbol atau lambang yang digunakan. Kursus ini akhirnya dapat meningkatkan kefahaman tentang muzik gamelan amnya bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori, praktikal dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ2922","MUZIK GAMELAN II","2","C1","","Kursus ini memberi pengetahuan tentang seni Muzik Gamelan dari peralatan, tradisi persembahan dan kategori lagu. Kursus ini juga menekankan kemahiran persembahan dalam muzik gamelan dalam bentuk kontemporari dan tradisional. Kursus ini akhirnya dapat meningkatkan kefahaman tentang muzik gamelan amnya bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori, praktikal dan amali","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ3022","MUZIK ANGKLUNG II","2","C1","","Kursus ini memberi pengetahuan tentang Muzik Angklung dari aspek peralatan peranan dan tradisi persembahan. Kursus ini menekankan penguasaan kemahiran dalam bidang seni muzik seperti sejarah muzik, definasi muzik, tangga nada, kunci nada, nilai-nilai note, tanda rehat, tempo, dan simbol-simbol atau lambang yang digunakan dalam penulisan nota muzik khususnya muzik angkelung. Kursus ini akhirnya dapat meningkatkan kefahaman tentang muzik Angklung bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ3112","MUZIK CAKLEMPONG I","2","C6","","Kursus ini memberi pengetahuan tentang asas seni Muzik Caklempong dari aspek sejarah, peralatan, kategori lagu dan tradisi persembahan. Kursus ini juga menumpukan kemahiran asas dalam muzik tradisional seperti teori muzik dan cara membaca note muzik. Kursus ini akhirnya dapat Meningkatkan kefahaman tentang muzik Cak Lempong bagi memberi perkhidmatan kepada masyarakat. Kursus ini dikendalikan secara amali dan teori.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ3222","MUZIK KOMPANG II","2","C1","","Kursus ini memberi pengetahuan yang lebih mendalam tentang muzik kompang dari aspek peralatan, kategori lagu dan tradisi persembahan. Kursus ini juga menumpukan penguasaan dari aspek perkara-perkara di dalam muzik kompang ini seperti memahami dan mengenali rentak dan lagu yang disampaikan secara teori dan amali. Kursus ini akhirnya dapat meningkatkan kemahiran pelajar dari aspek persembahan secara amnya. Kursus ini dikendalikan secara teori dan praktikal/amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ3512","DIKIR BARAT I","2","C6","","Kursus ini memberi pengetahuan tentang perkara-perkara yang asas mengenai dikir barat seperti aspek lagu, gerak, peralatan dan tradisi persembahan. Kursus ini menumpukan penguasaan dari aspek perkara perkara teknik dasar pelahiran lagu vokal/suara dengan menekankan tradisi vokal melayu seperti teknik dan latihan vokal/suara, kesesuaian vokal/ suara dengan lagu melodi dan vokal/suara dalam lagu-lagu tradisi melayu. Kursus ini akhirnya dapat meningkatkan kefahaman tentang dikir barat amnya bagi memberi khidmat seni kepada masyarakat. Kursus ini dikendalikan secara teori dan praktikal/amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
